period_date,year,period,period_abbr,value,industry_text,dataelement_code,dataelement_text,ratelevel_code
6/1/2019,2019,M06,JUN,2.4,Real estate and rental and leasing,QU,Quits,R
6/1/2020,2020,M06,JUN,1.2,Real estate and rental and leasing,QU,Quits,R
6/1/2021,2021,M06,JUN,2.2,Real estate and rental and leasing,QU,Quits,R
6/1/2019,2019,M06,JUN,92,Real estate and rental and leasing,TS,Total separations,L
6/1/2020,2020,M06,JUN,62,Real estate and rental and leasing,TS,Total separations,L
6/1/2021,2021,M06,JUN,60,Real estate and rental and leasing,TS,Total separations,L
6/1/2019,2019,M06,JUN,4,Real estate and rental and leasing,TS,Total separations,R
6/1/2020,2020,M06,JUN,2.9,Real estate and rental and leasing,TS,Total separations,R
6/1/2021,2021,M06,JUN,2.6,Real estate and rental and leasing,TS,Total separations,R
6/1/2019,2019,M06,JUN,1104,Professional and business services,HI,Hires,L
6/1/2020,2020,M06,JUN,1176,Professional and business services,HI,Hires,L
6/1/2021,2021,M06,JUN,1163,Professional and business services,HI,Hires,L
6/1/2019,2019,M06,JUN,5.2,Professional and business services,HI,Hires,R
6/1/2020,2020,M06,JUN,6,Professional and business services,HI,Hires,R
6/1/2021,2021,M06,JUN,5.6,Professional and business services,HI,Hires,R
6/1/2019,2019,M06,JUN,1285,Professional and business services,JO,Job openings,L
6/1/2020,2020,M06,JUN,1016,Professional and business services,JO,Job openings,L
6/1/2021,2021,M06,JUN,1719,Professional and business services,JO,Job openings,L
6/1/2019,2019,M06,JUN,5.7,Professional and business services,JO,Job openings,R
6/1/2020,2020,M06,JUN,4.9,Professional and business services,JO,Job openings,R
6/1/2021,2021,M06,JUN,7.6,Professional and business services,JO,Job openings,R
6/1/2019,2019,M06,JUN,379,Professional and business services,LD,Layoffs and discharges,L
6/1/2020,2020,M06,JUN,419,Professional and business services,LD,Layoffs and discharges,L
6/1/2021,2021,M06,JUN,307,Professional and business services,LD,Layoffs and discharges,L
6/1/2019,2019,M06,JUN,1.8,Professional and business services,LD,Layoffs and discharges,R
6/1/2020,2020,M06,JUN,2.1,Professional and business services,LD,Layoffs and discharges,R
6/1/2021,2021,M06,JUN,1.5,Professional and business services,LD,Layoffs and discharges,R
6/1/2019,2019,M06,JUN,2.6,Total nonfarm,QU,Quits,R
6/1/2020,2020,M06,JUN,2.1,Total nonfarm,QU,Quits,R
6/1/2021,2021,M06,JUN,2.9,Total nonfarm,QU,Quits,R
6/1/2019,2019,M06,JUN,2213,Total nonfarm,TS,Total separations,L
6/1/2020,2020,M06,JUN,2002,Total nonfarm,TS,Total separations,L
6/1/2021,2021,M06,JUN,2219,Total nonfarm,TS,Total separations,L
6/1/2019,2019,M06,JUN,4,Total nonfarm,TS,Total separations,R
6/1/2020,2020,M06,JUN,4,Total nonfarm,TS,Total separations,R
6/1/2021,2021,M06,JUN,4.1,Total nonfarm,TS,Total separations,R
6/1/2019,2019,M06,JUN,1325,Total nonfarm,HI,Hires,L
6/1/2020,2020,M06,JUN,1822,Total nonfarm,HI,Hires,L
6/1/2021,2021,M06,JUN,1519,Total nonfarm,HI,Hires,L
6/1/2019,2019,M06,JUN,3.8,Total nonfarm,HI,Hires,R
6/1/2020,2020,M06,JUN,5.6,Total nonfarm,HI,Hires,R
6/1/2021,2021,M06,JUN,4.4,Total nonfarm,HI,Hires,R
6/1/2019,2019,M06,JUN,1723,Total nonfarm,JO,Job openings,L
6/1/2020,2020,M06,JUN,1329,Total nonfarm,JO,Job openings,L
6/1/2021,2021,M06,JUN,2323,Total nonfarm,JO,Job openings,L
6/1/2019,2019,M06,JUN,4.7,Total nonfarm,JO,Job openings,R
6/1/2020,2020,M06,JUN,4,Total nonfarm,JO,Job openings,R
6/1/2021,2021,M06,JUN,6.4,Total nonfarm,JO,Job openings,R
6/1/2019,2019,M06,JUN,364,Total nonfarm,LD,Layoffs and discharges,L
6/1/2020,2020,M06,JUN,565,Total nonfarm,LD,Layoffs and discharges,L
6/1/2021,2021,M06,JUN,295,Total nonfarm,LD,Layoffs and discharges,L
6/1/2019,2019,M06,JUN,1,Total nonfarm,LD,Layoffs and discharges,R
6/1/2020,2020,M06,JUN,1.8,Total nonfarm,LD,Layoffs and discharges,R
6/1/2021,2021,M06,JUN,0.9,Total nonfarm,LD,Layoffs and discharges,R
6/1/2019,2019,M06,JUN,73,Total nonfarm,OS,Other separations,L
6/1/2020,2020,M06,JUN,90,Total nonfarm,OS,Other separations,L
6/1/2021,2021,M06,JUN,98,Total nonfarm,OS,Other separations,L
6/1/2019,2019,M06,JUN,0.2,Total nonfarm,OS,Other separations,R
6/1/2020,2020,M06,JUN,0.3,Total nonfarm,OS,Other separations,R
6/1/2021,2021,M06,JUN,0.3,Total nonfarm,OS,Other separations,R
6/1/2019,2019,M06,JUN,830,Total nonfarm,QU,Quits,L
6/1/2020,2020,M06,JUN,575,Total nonfarm,QU,Quits,L
6/1/2021,2021,M06,JUN,888,Total nonfarm,QU,Quits,L
6/1/2019,2019,M06,JUN,2.4,Total nonfarm,QU,Quits,R
6/1/2020,2020,M06,JUN,1.8,Total nonfarm,QU,Quits,R
6/1/2021,2021,M06,JUN,2.6,Total nonfarm,QU,Quits,R
6/1/2019,2019,M06,JUN,1268,Total nonfarm,TS,Total separations,L
6/1/2020,2020,M06,JUN,1231,Total nonfarm,TS,Total separations,L
6/1/2021,2021,M06,JUN,1281,Total nonfarm,TS,Total separations,L
6/1/2019,2019,M06,JUN,3.6,Total nonfarm,TS,Total separations,R
6/1/2020,2020,M06,JUN,3.8,Total nonfarm,TS,Total separations,R
6/1/2021,2021,M06,JUN,3.8,Total nonfarm,TS,Total separations,R
6/1/2019,2019,M06,JUN,64,Professional and business services,OS,Other separations,L
6/1/2020,2020,M06,JUN,57,Professional and business services,OS,Other separations,L
6/1/2021,2021,M06,JUN,109,Professional and business services,OS,Other separations,L
6/1/2019,2019,M06,JUN,0.3,Professional and business services,OS,Other separations,R
6/1/2020,2020,M06,JUN,0.3,Professional and business services,OS,Other separations,R
6/1/2021,2021,M06,JUN,0.5,Professional and business services,OS,Other separations,R
6/1/2019,2019,M06,JUN,632,Professional and business services,QU,Quits,L
6/1/2020,2020,M06,JUN,412,Professional and business services,QU,Quits,L
6/1/2021,2021,M06,JUN,684,Professional and business services,QU,Quits,L
6/1/2019,2019,M06,JUN,3,Professional and business services,QU,Quits,R
6/1/2020,2020,M06,JUN,2.1,Professional and business services,QU,Quits,R
6/1/2021,2021,M06,JUN,3.3,Professional and business services,QU,Quits,R
6/1/2019,2019,M06,JUN,1076,Professional and business services,TS,Total separations,L
6/1/2020,2020,M06,JUN,888,Professional and business services,TS,Total separations,L
6/1/2021,2021,M06,JUN,1100,Professional and business services,TS,Total separations,L
6/1/2019,2019,M06,JUN,5.1,Professional and business services,TS,Total separations,R
6/1/2020,2020,M06,JUN,4.5,Professional and business services,TS,Total separations,R
6/1/2021,2021,M06,JUN,5.3,Professional and business services,TS,Total separations,R
6/1/2019,2019,M06,JUN,669,Education and health services,HI,Hires,L
6/1/2020,2020,M06,JUN,921,Education and health services,HI,Hires,L
6/1/2021,2021,M06,JUN,796,Education and health services,HI,Hires,L
6/1/2019,2019,M06,JUN,2.8,Education and health services,HI,Hires,R
6/1/2020,2020,M06,JUN,4.1,Education and health services,HI,Hires,R
6/1/2021,2021,M06,JUN,3.4,Education and health services,HI,Hires,R
6/1/2019,2019,M06,JUN,1301,Education and health services,JO,Job openings,L
6/1/2020,2020,M06,JUN,1070,Education and health services,JO,Job openings,L
6/1/2021,2021,M06,JUN,1700,Education and health services,JO,Job openings,L
6/1/2019,2019,M06,JUN,5.1,Education and health services,JO,Job openings,R
6/1/2020,2020,M06,JUN,4.5,Education and health services,JO,Job openings,R
6/1/2021,2021,M06,JUN,6.7,Education and health services,JO,Job openings,R
6/1/2019,2019,M06,JUN,156,Education and health services,LD,Layoffs and discharges,L
6/1/2020,2020,M06,JUN,199,Education and health services,LD,Layoffs and discharges,L
6/1/2021,2021,M06,JUN,115,Education and health services,LD,Layoffs and discharges,L
6/1/2019,2019,M06,JUN,0.6,Education and health services,LD,Layoffs and discharges,R
6/1/2020,2020,M06,JUN,0.9,Education and health services,LD,Layoffs and discharges,R
6/1/2021,2021,M06,JUN,0.5,Education and health services,LD,Layoffs and discharges,R
6/1/2019,2019,M06,JUN,36,Education and health services,OS,Other separations,L
6/1/2020,2020,M06,JUN,55,Education and health services,OS,Other separations,L
6/1/2021,2021,M06,JUN,55,Education and health services,OS,Other separations,L
6/1/2019,2019,M06,JUN,0.2,Education and health services,OS,Other separations,R
6/1/2020,2020,M06,JUN,0.2,Education and health services,OS,Other separations,R
6/1/2021,2021,M06,JUN,0.2,Education and health services,OS,Other separations,R
6/1/2019,2019,M06,JUN,439,Education and health services,QU,Quits,L
6/1/2020,2020,M06,JUN,424,Education and health services,QU,Quits,L
6/1/2021,2021,M06,JUN,548,Education and health services,QU,Quits,L
6/1/2019,2019,M06,JUN,1.8,Education and health services,QU,Quits,R
6/1/2020,2020,M06,JUN,1.9,Education and health services,QU,Quits,R
6/1/2021,2021,M06,JUN,2.3,Education and health services,QU,Quits,R
6/1/2019,2019,M06,JUN,631,Education and health services,TS,Total separations,L
6/1/2020,2020,M06,JUN,678,Education and health services,TS,Total separations,L
6/1/2021,2021,M06,JUN,719,Education and health services,TS,Total separations,L
6/1/2019,2019,M06,JUN,2.6,Education and health services,TS,Total separations,R
6/1/2020,2020,M06,JUN,3,Education and health services,TS,Total separations,R
6/1/2021,2021,M06,JUN,3.1,Education and health services,TS,Total separations,R
6/1/2019,2019,M06,JUN,89,Educational services,HI,Hires,L
6/1/2020,2020,M06,JUN,117,Educational services,HI,Hires,L
6/1/2021,2021,M06,JUN,128,Educational services,HI,Hires,L
6/1/2019,2019,M06,JUN,2.4,Educational services,HI,Hires,R
6/1/2020,2020,M06,JUN,3.5,Educational services,HI,Hires,R
6/1/2021,2021,M06,JUN,3.6,Educational services,HI,Hires,R
6/1/2019,2019,M06,JUN,119,Educational services,JO,Job openings,L
6/1/2020,2020,M06,JUN,92,Educational services,JO,Job openings,L
6/1/2021,2021,M06,JUN,201,Educational services,JO,Job openings,L
6/1/2019,2019,M06,JUN,3.1,Educational services,JO,Job openings,R
6/1/2020,2020,M06,JUN,2.7,Educational services,JO,Job openings,R
6/1/2021,2021,M06,JUN,5.4,Educational services,JO,Job openings,R
6/1/2019,2019,M06,JUN,18,Educational services,LD,Layoffs and discharges,L
6/1/2020,2020,M06,JUN,33,Educational services,LD,Layoffs and discharges,L
6/1/2021,2021,M06,JUN,15,Educational services,LD,Layoffs and discharges,L
6/1/2019,2019,M06,JUN,0.5,Educational services,LD,Layoffs and discharges,R
6/1/2020,2020,M06,JUN,1,Educational services,LD,Layoffs and discharges,R
6/1/2021,2021,M06,JUN,0.4,Educational services,LD,Layoffs and discharges,R
6/1/2019,2019,M06,JUN,5,Educational services,OS,Other separations,L
6/1/2020,2020,M06,JUN,1,Educational services,OS,Other separations,L
6/1/2021,2021,M06,JUN,4,Educational services,OS,Other separations,L
6/1/2019,2019,M06,JUN,0.1,Educational services,OS,Other separations,R
6/1/2020,2020,M06,JUN,0,Educational services,OS,Other separations,R
6/1/2021,2021,M06,JUN,0.1,Educational services,OS,Other separations,R
6/1/2019,2019,M06,JUN,63,Educational services,QU,Quits,L
6/1/2020,2020,M06,JUN,21,Educational services,QU,Quits,L
6/1/2021,2021,M06,JUN,46,Educational services,QU,Quits,L
6/1/2019,2019,M06,JUN,1.7,Educational services,QU,Quits,R
6/1/2020,2020,M06,JUN,0.6,Educational services,QU,Quits,R
6/1/2021,2021,M06,JUN,1.3,Educational services,QU,Quits,R
6/1/2019,2019,M06,JUN,86,Educational services,TS,Total separations,L
6/1/2020,2020,M06,JUN,56,Educational services,TS,Total separations,L
6/1/2021,2021,M06,JUN,65,Educational services,TS,Total separations,L
6/1/2019,2019,M06,JUN,2.3,Educational services,TS,Total separations,R
6/1/2020,2020,M06,JUN,1.7,Educational services,TS,Total separations,R
6/1/2021,2021,M06,JUN,1.8,Educational services,TS,Total separations,R
6/1/2019,2019,M06,JUN,581,Health care and social assistance,HI,Hires,L
6/1/2020,2020,M06,JUN,804,Health care and social assistance,HI,Hires,L
6/1/2021,2021,M06,JUN,667,Health care and social assistance,HI,Hires,L
6/1/2019,2019,M06,JUN,2.8,Health care and social assistance,HI,Hires,R
6/1/2020,2020,M06,JUN,4.2,Health care and social assistance,HI,Hires,R
6/1/2021,2021,M06,JUN,3.3,Health care and social assistance,HI,Hires,R
6/1/2019,2019,M06,JUN,1182,Health care and social assistance,JO,Job openings,L
6/1/2020,2020,M06,JUN,978,Health care and social assistance,JO,Job openings,L
6/1/2021,2021,M06,JUN,1498,Health care and social assistance,JO,Job openings,L
6/1/2019,2019,M06,JUN,5.5,Health care and social assistance,JO,Job openings,R
6/1/2020,2020,M06,JUN,4.8,Health care and social assistance,JO,Job openings,R
6/1/2021,2021,M06,JUN,7,Health care and social assistance,JO,Job openings,R
6/1/2019,2019,M06,JUN,138,Health care and social assistance,LD,Layoffs and discharges,L
6/1/2020,2020,M06,JUN,166,Health care and social assistance,LD,Layoffs and discharges,L
6/1/2021,2021,M06,JUN,100,Health care and social assistance,LD,Layoffs and discharges,L
6/1/2019,2019,M06,JUN,0.7,Health care and social assistance,LD,Layoffs and discharges,R
6/1/2020,2020,M06,JUN,0.9,Health care and social assistance,LD,Layoffs and discharges,R
6/1/2021,2021,M06,JUN,0.5,Health care and social assistance,LD,Layoffs and discharges,R
6/1/2019,2019,M06,JUN,32,Health care and social assistance,OS,Other separations,L
6/1/2020,2020,M06,JUN,53,Health care and social assistance,OS,Other separations,L
6/1/2021,2021,M06,JUN,52,Health care and social assistance,OS,Other separations,L
6/1/2019,2019,M06,JUN,0.2,Health care and social assistance,OS,Other separations,R
6/1/2020,2020,M06,JUN,0.3,Health care and social assistance,OS,Other separations,R
6/1/2021,2021,M06,JUN,0.3,Health care and social assistance,OS,Other separations,R
6/1/2019,2019,M06,JUN,376,Health care and social assistance,QU,Quits,L
6/1/2020,2020,M06,JUN,403,Health care and social assistance,QU,Quits,L
6/1/2021,2021,M06,JUN,502,Health care and social assistance,QU,Quits,L
6/1/2019,2019,M06,JUN,1.8,Health care and social assistance,QU,Quits,R
6/1/2020,2020,M06,JUN,2.1,Health care and social assistance,QU,Quits,R
6/1/2021,2021,M06,JUN,2.5,Health care and social assistance,QU,Quits,R
6/1/2019,2019,M06,JUN,546,Health care and social assistance,TS,Total separations,L
6/1/2020,2020,M06,JUN,622,Health care and social assistance,TS,Total separations,L
6/1/2021,2021,M06,JUN,654,Health care and social assistance,TS,Total separations,L
6/1/2019,2019,M06,JUN,2.7,Health care and social assistance,TS,Total separations,R
6/1/2020,2020,M06,JUN,3.2,Health care and social assistance,TS,Total separations,R
6/1/2021,2021,M06,JUN,3.3,Health care and social assistance,TS,Total separations,R
6/1/2019,2019,M06,JUN,1152,Leisure and hospitality,HI,Hires,L
6/1/2020,2020,M06,JUN,2127,Leisure and hospitality,HI,Hires,L
6/1/2021,2021,M06,JUN,1392,Leisure and hospitality,HI,Hires,L
6/1/2019,2019,M06,JUN,7,Leisure and hospitality,HI,Hires,R
6/1/2020,2020,M06,JUN,17.5,Leisure and hospitality,HI,Hires,R
6/1/2021,2021,M06,JUN,9.4,Leisure and hospitality,HI,Hires,R
6/1/2019,2019,M06,JUN,952,Leisure and hospitality,JO,Job openings,L
6/1/2020,2020,M06,JUN,918,Leisure and hospitality,JO,Job openings,L
6/1/2021,2021,M06,JUN,1685,Leisure and hospitality,JO,Job openings,L
6/1/2019,2019,M06,JUN,5.4,Leisure and hospitality,JO,Job openings,R
6/1/2020,2020,M06,JUN,7,Leisure and hospitality,JO,Job openings,R
6/1/2021,2021,M06,JUN,10.2,Leisure and hospitality,JO,Job openings,R
6/1/2019,2019,M06,JUN,316,Leisure and hospitality,LD,Layoffs and discharges,L
6/1/2020,2020,M06,JUN,340,Leisure and hospitality,LD,Layoffs and discharges,L
6/1/2021,2021,M06,JUN,160,Leisure and hospitality,LD,Layoffs and discharges,L
6/1/2019,2019,M06,JUN,1.9,Leisure and hospitality,LD,Layoffs and discharges,R
6/1/2020,2020,M06,JUN,2.8,Leisure and hospitality,LD,Layoffs and discharges,R
6/1/2021,2021,M06,JUN,1.1,Leisure and hospitality,LD,Layoffs and discharges,R
6/1/2019,2019,M06,JUN,27,Leisure and hospitality,OS,Other separations,L
6/1/2020,2020,M06,JUN,20,Leisure and hospitality,OS,Other separations,L
6/1/2021,2021,M06,JUN,24,Leisure and hospitality,OS,Other separations,L
6/1/2019,2019,M06,JUN,0.2,Leisure and hospitality,OS,Other separations,R
6/1/2020,2020,M06,JUN,0.2,Leisure and hospitality,OS,Other separations,R
6/1/2021,2021,M06,JUN,0.2,Leisure and hospitality,OS,Other separations,R
6/1/2019,2019,M06,JUN,789,Leisure and hospitality,QU,Quits,L
6/1/2020,2020,M06,JUN,440,Leisure and hospitality,QU,Quits,L
6/1/2021,2021,M06,JUN,772,Leisure and hospitality,QU,Quits,L
6/1/2019,2019,M06,JUN,4.8,Leisure and hospitality,QU,Quits,R
6/1/2020,2020,M06,JUN,3.6,Leisure and hospitality,QU,Quits,R
6/1/2021,2021,M06,JUN,5.2,Leisure and hospitality,QU,Quits,R
6/1/2019,2019,M06,JUN,1133,Leisure and hospitality,TS,Total separations,L
6/1/2020,2020,M06,JUN,800,Leisure and hospitality,TS,Total separations,L
6/1/2021,2021,M06,JUN,955,Leisure and hospitality,TS,Total separations,L
6/1/2019,2019,M06,JUN,6.9,Leisure and hospitality,TS,Total separations,R
6/1/2020,2020,M06,JUN,6.6,Leisure and hospitality,TS,Total separations,R
6/1/2021,2021,M06,JUN,6.5,Leisure and hospitality,TS,Total separations,R
6/1/2019,2019,M06,JUN,141,"Arts, entertainment, and recreation",HI,Hires,L
6/1/2020,2020,M06,JUN,181,"Arts, entertainment, and recreation",HI,Hires,L
6/1/2021,2021,M06,JUN,180,"Arts, entertainment, and recreation",HI,Hires,L
6/1/2019,2019,M06,JUN,5.8,"Arts, entertainment, and recreation",HI,Hires,R
6/1/2020,2020,M06,JUN,11.9,"Arts, entertainment, and recreation",HI,Hires,R
6/1/2021,2021,M06,JUN,8.8,"Arts, entertainment, and recreation",HI,Hires,R
6/1/2019,2019,M06,JUN,105,"Arts, entertainment, and recreation",JO,Job openings,L
6/1/2020,2020,M06,JUN,116,"Arts, entertainment, and recreation",JO,Job openings,L
6/1/2021,2021,M06,JUN,216,"Arts, entertainment, and recreation",JO,Job openings,L
6/1/2019,2019,M06,JUN,4.2,"Arts, entertainment, and recreation",JO,Job openings,R
6/1/2020,2020,M06,JUN,7.1,"Arts, entertainment, and recreation",JO,Job openings,R
6/1/2021,2021,M06,JUN,9.6,"Arts, entertainment, and recreation",JO,Job openings,R
6/1/2019,2019,M06,JUN,70,"Arts, entertainment, and recreation",LD,Layoffs and discharges,L
6/1/2020,2020,M06,JUN,100,"Arts, entertainment, and recreation",LD,Layoffs and discharges,L
6/1/2021,2021,M06,JUN,53,"Arts, entertainment, and recreation",LD,Layoffs and discharges,L
6/1/2019,2019,M06,JUN,2.9,"Arts, entertainment, and recreation",LD,Layoffs and discharges,R
6/1/2020,2020,M06,JUN,6.6,"Arts, entertainment, and recreation",LD,Layoffs and discharges,R
6/1/2021,2021,M06,JUN,2.6,"Arts, entertainment, and recreation",LD,Layoffs and discharges,R
6/1/2019,2019,M06,JUN,3,"Arts, entertainment, and recreation",OS,Other separations,L
6/1/2020,2020,M06,JUN,3,"Arts, entertainment, and recreation",OS,Other separations,L
6/1/2021,2021,M06,JUN,1,"Arts, entertainment, and recreation",OS,Other separations,L
6/1/2019,2019,M06,JUN,0.1,"Arts, entertainment, and recreation",OS,Other separations,R
6/1/2020,2020,M06,JUN,0.2,"Arts, entertainment, and recreation",OS,Other separations,R
6/1/2021,2021,M06,JUN,0.1,"Arts, entertainment, and recreation",OS,Other separations,R
6/1/2019,2019,M06,JUN,76,"Arts, entertainment, and recreation",QU,Quits,L
6/1/2020,2020,M06,JUN,26,"Arts, entertainment, and recreation",QU,Quits,L
6/1/2021,2021,M06,JUN,66,"Arts, entertainment, and recreation",QU,Quits,L
6/1/2019,2019,M06,JUN,3.2,"Arts, entertainment, and recreation",QU,Quits,R
6/1/2020,2020,M06,JUN,1.7,"Arts, entertainment, and recreation",QU,Quits,R
6/1/2021,2021,M06,JUN,3.2,"Arts, entertainment, and recreation",QU,Quits,R
6/1/2019,2019,M06,JUN,149,"Arts, entertainment, and recreation",TS,Total separations,L
6/1/2020,2020,M06,JUN,129,"Arts, entertainment, and recreation",TS,Total separations,L
6/1/2021,2021,M06,JUN,120,"Arts, entertainment, and recreation",TS,Total separations,L
6/1/2019,2019,M06,JUN,6.2,"Arts, entertainment, and recreation",TS,Total separations,R
6/1/2020,2020,M06,JUN,8.5,"Arts, entertainment, and recreation",TS,Total separations,R
6/1/2021,2021,M06,JUN,5.9,"Arts, entertainment, and recreation",TS,Total separations,R
6/1/2019,2019,M06,JUN,1011,Accommodation and food services,HI,Hires,L
6/1/2020,2020,M06,JUN,1946,Accommodation and food services,HI,Hires,L
6/1/2021,2021,M06,JUN,1212,Accommodation and food services,HI,Hires,L
6/1/2019,2019,M06,JUN,7.2,Accommodation and food services,HI,Hires,R
6/1/2020,2020,M06,JUN,18.3,Accommodation and food services,HI,Hires,R
6/1/2021,2021,M06,JUN,9.5,Accommodation and food services,HI,Hires,R
6/1/2019,2019,M06,JUN,847,Accommodation and food services,JO,Job openings,L
6/1/2020,2020,M06,JUN,802,Accommodation and food services,JO,Job openings,L
6/1/2021,2021,M06,JUN,1469,Accommodation and food services,JO,Job openings,L
6/1/2019,2019,M06,JUN,5.7,Accommodation and food services,JO,Job openings,R
6/1/2020,2020,M06,JUN,7,Accommodation and food services,JO,Job openings,R
6/1/2021,2021,M06,JUN,10.3,Accommodation and food services,JO,Job openings,R
6/1/2019,2019,M06,JUN,246,Accommodation and food services,LD,Layoffs and discharges,L
6/1/2020,2020,M06,JUN,240,Accommodation and food services,LD,Layoffs and discharges,L
6/1/2021,2021,M06,JUN,106,Accommodation and food services,LD,Layoffs and discharges,L
6/1/2019,2019,M06,JUN,1.7,Accommodation and food services,LD,Layoffs and discharges,R
6/1/2020,2020,M06,JUN,2.3,Accommodation and food services,LD,Layoffs and discharges,R
6/1/2021,2021,M06,JUN,0.8,Accommodation and food services,LD,Layoffs and discharges,R
6/1/2019,2019,M06,JUN,25,Accommodation and food services,OS,Other separations,L
6/1/2020,2020,M06,JUN,17,Accommodation and food services,OS,Other separations,L
6/1/2021,2021,M06,JUN,23,Accommodation and food services,OS,Other separations,L
6/1/2019,2019,M06,JUN,0.2,Accommodation and food services,OS,Other separations,R
6/1/2020,2020,M06,JUN,0.2,Accommodation and food services,OS,Other separations,R
6/1/2021,2021,M06,JUN,0.2,Accommodation and food services,OS,Other separations,R
6/1/2019,2019,M06,JUN,713,Accommodation and food services,QU,Quits,L
6/1/2020,2020,M06,JUN,414,Accommodation and food services,QU,Quits,L
6/1/2021,2021,M06,JUN,706,Accommodation and food services,QU,Quits,L
6/1/2019,2019,M06,JUN,5.1,Accommodation and food services,QU,Quits,R
6/1/2020,2020,M06,JUN,3.9,Accommodation and food services,QU,Quits,R
6/1/2021,2021,M06,JUN,5.5,Accommodation and food services,QU,Quits,R
6/1/2019,2019,M06,JUN,984,Accommodation and food services,TS,Total separations,L
6/1/2020,2020,M06,JUN,670,Accommodation and food services,TS,Total separations,L
6/1/2021,2021,M06,JUN,834,Accommodation and food services,TS,Total separations,L
6/1/2019,2019,M06,JUN,7,Accommodation and food services,TS,Total separations,R
6/1/2020,2020,M06,JUN,6.3,Accommodation and food services,TS,Total separations,R
6/1/2021,2021,M06,JUN,6.5,Accommodation and food services,TS,Total separations,R
6/1/2019,2019,M06,JUN,235,Other services,HI,Hires,L
6/1/2020,2020,M06,JUN,424,Other services,HI,Hires,L
6/1/2021,2021,M06,JUN,284,Other services,HI,Hires,L
6/1/2019,2019,M06,JUN,4,Other services,HI,Hires,R
6/1/2020,2020,M06,JUN,8.2,Other services,HI,Hires,R
6/1/2021,2021,M06,JUN,5,Other services,HI,Hires,R
6/1/2019,2019,M06,JUN,260,Other services,JO,Job openings,L
6/1/2020,2020,M06,JUN,278,Other services,JO,Job openings,L
6/1/2021,2021,M06,JUN,425,Other services,JO,Job openings,L
6/1/2019,2019,M06,JUN,4.2,Other services,JO,Job openings,R
6/1/2020,2020,M06,JUN,5.1,Other services,JO,Job openings,R
6/1/2021,2021,M06,JUN,7,Other services,JO,Job openings,R
6/1/2019,2019,M06,JUN,82,Other services,LD,Layoffs and discharges,L
6/1/2020,2020,M06,JUN,103,Other services,LD,Layoffs and discharges,L
6/1/2021,2021,M06,JUN,59,Other services,LD,Layoffs and discharges,L
6/1/2019,2019,M06,JUN,1.4,Other services,LD,Layoffs and discharges,R
6/1/2020,2020,M06,JUN,2,Other services,LD,Layoffs and discharges,R
6/1/2021,2021,M06,JUN,1,Other services,LD,Layoffs and discharges,R
6/1/2019,2019,M06,JUN,11,Other services,OS,Other separations,L
6/1/2020,2020,M06,JUN,1,Other services,OS,Other separations,L
6/1/2021,2021,M06,JUN,7,Other services,OS,Other separations,L
6/1/2019,2019,M06,JUN,0.2,Other services,OS,Other separations,R
6/1/2020,2020,M06,JUN,0,Other services,OS,Other separations,R
6/1/2021,2021,M06,JUN,0.1,Other services,OS,Other separations,R
6/1/2019,2019,M06,JUN,130,Other services,QU,Quits,L
6/1/2020,2020,M06,JUN,91,Other services,QU,Quits,L
6/1/2021,2021,M06,JUN,128,Other services,QU,Quits,L
6/1/2019,2019,M06,JUN,2.2,Other services,QU,Quits,R
6/1/2020,2020,M06,JUN,1.8,Other services,QU,Quits,R
6/1/2021,2021,M06,JUN,2.3,Other services,QU,Quits,R
6/1/2019,2019,M06,JUN,224,Other services,TS,Total separations,L
6/1/2020,2020,M06,JUN,195,Other services,TS,Total separations,L
6/1/2021,2021,M06,JUN,193,Other services,TS,Total separations,L
6/1/2019,2019,M06,JUN,3.8,Other services,TS,Total separations,R
6/1/2020,2020,M06,JUN,3.8,Other services,TS,Total separations,R
6/1/2021,2021,M06,JUN,3.4,Other services,TS,Total separations,R
6/1/2019,2019,M06,JUN,335,Government,HI,Hires,L
6/1/2020,2020,M06,JUN,262,Government,HI,Hires,L
6/1/2021,2021,M06,JUN,429,Government,HI,Hires,L
6/1/2019,2019,M06,JUN,1.5,Government,HI,Hires,R
6/1/2020,2020,M06,JUN,1.2,Government,HI,Hires,R
6/1/2021,2021,M06,JUN,2,Government,HI,Hires,R
6/1/2019,2019,M06,JUN,702,Government,JO,Job openings,L
6/1/2020,2020,M06,JUN,676,Government,JO,Job openings,L
6/1/2021,2021,M06,JUN,959,Government,JO,Job openings,L
6/1/2019,2019,M06,JUN,3,Government,JO,Job openings,R
6/1/2020,2020,M06,JUN,3.1,Government,JO,Job openings,R
6/1/2021,2021,M06,JUN,4.2,Government,JO,Job openings,R
6/1/2019,2019,M06,JUN,99,Government,LD,Layoffs and discharges,L
6/1/2020,2020,M06,JUN,173,Government,LD,Layoffs and discharges,L
6/1/2021,2021,M06,JUN,54,Government,LD,Layoffs and discharges,L
6/1/2019,2019,M06,JUN,0.4,Government,LD,Layoffs and discharges,R
6/1/2020,2020,M06,JUN,0.8,Government,LD,Layoffs and discharges,R
6/1/2021,2021,M06,JUN,0.2,Government,LD,Layoffs and discharges,R
6/1/2019,2019,M06,JUN,56,Government,OS,Other separations,L
6/1/2020,2020,M06,JUN,94,Government,OS,Other separations,L
6/1/2021,2021,M06,JUN,52,Government,OS,Other separations,L
