period_date,year,period,period_abbr,value,industry_text,state_text,state_code,dataelement_code,dataelement_text,
2021-04-01,2021,M04,APR,5.5,Total nonfarm,West region,WE,JO,Job openings,
2021-04-01,2021,M04,APR,1,Total nonfarm,Total US,00,LD,Layoffs and discharges,
2021-04-01,2021,M04,APR,1,Total nonfarm,Midwest region,MW,LD,Layoffs and discharges,
2021-04-01,2021,M04,APR,1,Total nonfarm,Northeast region,NE,LD,Layoffs and discharges,
2021-04-01,2021,M04,APR,1,Total nonfarm,South region,SO,LD,Layoffs and discharges,
2021-04-01,2021,M04,APR,1,Total nonfarm,West region,WE,LD,Layoffs and discharges,
2021-04-01,2021,M04,APR,0.2,Total nonfarm,Total US,00,OS,Other separations,
2021-04-01,2021,M04,APR,0.2,Total nonfarm,Midwest region,MW,OS,Other separations,
2021-04-01,2021,M04,APR,0.2,Total nonfarm,Northeast region,NE,OS,Other separations,
2021-04-01,2021,M04,APR,0.3,Total nonfarm,South region,SO,OS,Other separations,
2021-04-01,2021,M04,APR,0.3,Total nonfarm,West region,WE,OS,Other separations,
2021-04-01,2021,M04,APR,2.8,Total nonfarm,Total US,00,QU,Quits,
2021-04-01,2021,M04,APR,2.8,Total nonfarm,Midwest region,MW,QU,Quits,
2021-04-01,2021,M04,APR,1.9,Total nonfarm,Northeast region,NE,QU,Quits,
2021-04-01,2021,M04,APR,3.2,Total nonfarm,South region,SO,QU,Quits,
2021-04-01,2021,M04,APR,2.7,Total nonfarm,West region,WE,QU,Quits,
2021-04-01,2021,M04,APR,4,Total nonfarm,Total US,00,TS,Total separations,
2021-04-01,2021,M04,APR,4.1,Total nonfarm,Midwest region,MW,TS,Total separations,
2021-04-01,2021,M04,APR,3.2,Total nonfarm,Northeast region,NE,TS,Total separations,
2021-04-01,2021,M04,APR,4.4,Total nonfarm,South region,SO,TS,Total separations,
2021-04-01,2021,M04,APR,4,Total nonfarm,West region,WE,TS,Total separations,
2021-04-01,2021,M04,APR,1.1,Total nonfarm,Total US,00,UO,Unemployed persons per job opening ratio,
2021-05-01,2021,M05,MAY,4.2,Total nonfarm,Total US,00,HI,Hires,
2021-05-01,2021,M05,MAY,4.1,Total nonfarm,Midwest region,MW,HI,Hires,
2021-05-01,2021,M05,MAY,3.3,Total nonfarm,Northeast region,NE,HI,Hires,
2021-05-01,2021,M05,MAY,4.6,Total nonfarm,South region,SO,HI,Hires,
2021-05-01,2021,M05,MAY,4.2,Total nonfarm,West region,WE,HI,Hires,
2021-05-01,2021,M05,MAY,6.1,Total nonfarm,Total US,00,JO,Job openings,
2021-05-01,2021,M05,MAY,6.2,Total nonfarm,Midwest region,MW,JO,Job openings,
2021-05-01,2021,M05,MAY,6,Total nonfarm,Northeast region,NE,JO,Job openings,
2021-05-01,2021,M05,MAY,6.3,Total nonfarm,South region,SO,JO,Job openings,
2021-05-01,2021,M05,MAY,5.9,Total nonfarm,West region,WE,JO,Job openings,
2021-05-01,2021,M05,MAY,0.9,Total nonfarm,Total US,00,LD,Layoffs and discharges,
2021-05-01,2021,M05,MAY,1,Total nonfarm,Midwest region,MW,LD,Layoffs and discharges,
2021-05-01,2021,M05,MAY,1,Total nonfarm,Northeast region,NE,LD,Layoffs and discharges,
2021-05-01,2021,M05,MAY,0.9,Total nonfarm,South region,SO,LD,Layoffs and discharges,
2021-05-01,2021,M05,MAY,0.8,Total nonfarm,West region,WE,LD,Layoffs and discharges,
2021-05-01,2021,M05,MAY,0.2,Total nonfarm,Total US,00,OS,Other separations,
2021-05-01,2021,M05,MAY,0.2,Total nonfarm,Midwest region,MW,OS,Other separations,
2021-05-01,2021,M05,MAY,0.2,Total nonfarm,Northeast region,NE,OS,Other separations,
2021-05-01,2021,M05,MAY,0.3,Total nonfarm,South region,SO,OS,Other separations,
2021-05-01,2021,M05,MAY,0.3,Total nonfarm,West region,WE,OS,Other separations,
2021-05-01,2021,M05,MAY,2.5,Total nonfarm,Total US,00,QU,Quits,
2021-05-01,2021,M05,MAY,2.6,Total nonfarm,Midwest region,MW,QU,Quits,
2021-05-01,2021,M05,MAY,1.7,Total nonfarm,Northeast region,NE,QU,Quits,
2021-05-01,2021,M05,MAY,2.8,Total nonfarm,South region,SO,QU,Quits,
2021-05-01,2021,M05,MAY,2.5,Total nonfarm,West region,WE,QU,Quits,
2021-05-01,2021,M05,MAY,3.7,Total nonfarm,Total US,00,TS,Total separations,
2021-05-01,2021,M05,MAY,3.9,Total nonfarm,Midwest region,MW,TS,Total separations,
2021-05-01,2021,M05,MAY,3,Total nonfarm,Northeast region,NE,TS,Total separations,
2021-05-01,2021,M05,MAY,4,Total nonfarm,South region,SO,TS,Total separations,
2021-05-01,2021,M05,MAY,3.6,Total nonfarm,West region,WE,TS,Total separations,
2021-05-01,2021,M05,MAY,1,Total nonfarm,Total US,00,UO,Unemployed persons per job opening ratio,
2021-06-01,2021,M06,JUN,4.7,Total nonfarm,Total US,00,HI,Hires,
2021-06-01,2021,M06,JUN,5.2,Total nonfarm,Midwest region,MW,HI,Hires,
2021-06-01,2021,M06,JUN,3.8,Total nonfarm,Northeast region,NE,HI,Hires,
2021-06-01,2021,M06,JUN,4.9,Total nonfarm,South region,SO,HI,Hires,
2021-06-01,2021,M06,JUN,4.4,Total nonfarm,West region,WE,HI,Hires,
2021-06-01,2021,M06,JUN,6.5,Total nonfarm,Total US,00,JO,Job openings,
2021-06-01,2021,M06,JUN,6.6,Total nonfarm,Midwest region,MW,JO,Job openings,
2021-06-01,2021,M06,JUN,6.2,Total nonfarm,Northeast region,NE,JO,Job openings,
2021-06-01,2021,M06,JUN,6.8,Total nonfarm,South region,SO,JO,Job openings,
2021-06-01,2021,M06,JUN,6.4,Total nonfarm,West region,WE,JO,Job openings,
2021-06-01,2021,M06,JUN,0.9,Total nonfarm,Total US,00,LD,Layoffs and discharges,
2021-06-01,2021,M06,JUN,1,Total nonfarm,Midwest region,MW,LD,Layoffs and discharges,
2021-06-01,2021,M06,JUN,0.8,Total nonfarm,Northeast region,NE,LD,Layoffs and discharges,
2021-06-01,2021,M06,JUN,1,Total nonfarm,South region,SO,LD,Layoffs and discharges,
2021-06-01,2021,M06,JUN,0.9,Total nonfarm,West region,WE,LD,Layoffs and discharges,
2021-06-01,2021,M06,JUN,0.3,Total nonfarm,Total US,00,OS,Other separations,
2021-06-01,2021,M06,JUN,0.3,Total nonfarm,Midwest region,MW,OS,Other separations,
2021-06-01,2021,M06,JUN,0.3,Total nonfarm,Northeast region,NE,OS,Other separations,
2021-06-01,2021,M06,JUN,0.3,Total nonfarm,South region,SO,OS,Other separations,
2021-06-01,2021,M06,JUN,0.3,Total nonfarm,West region,WE,OS,Other separations,
2021-06-01,2021,M06,JUN,2.7,Total nonfarm,Total US,00,QU,Quits,
2021-06-01,2021,M06,JUN,2.8,Total nonfarm,Midwest region,MW,QU,Quits,
2021-06-01,2021,M06,JUN,2,Total nonfarm,Northeast region,NE,QU,Quits,
2021-06-01,2021,M06,JUN,2.9,Total nonfarm,South region,SO,QU,Quits,
2021-06-01,2021,M06,JUN,2.6,Total nonfarm,West region,WE,QU,Quits,
2021-06-01,2021,M06,JUN,3.8,Total nonfarm,Total US,00,TS,Total separations,
2021-06-01,2021,M06,JUN,4.1,Total nonfarm,Midwest region,MW,TS,Total separations,
2021-06-01,2021,M06,JUN,3.1,Total nonfarm,Northeast region,NE,TS,Total separations,
2021-06-01,2021,M06,JUN,4.1,Total nonfarm,South region,SO,TS,Total separations,
2021-06-01,2021,M06,JUN,3.8,Total nonfarm,West region,WE,TS,Total separations,
2021-06-01,2021,M06,JUN,0.9,Total nonfarm,Total US,00,UO,Unemployed persons per job opening ratio,
2021-07-01,2021,M07,JUL,4.6,Total nonfarm,Total US,00,HI,Hires,
2021-07-01,2021,M07,JUL,5,Total nonfarm,Midwest region,MW,HI,Hires,
2021-07-01,2021,M07,JUL,3.8,Total nonfarm,Northeast region,NE,HI,Hires,
2021-07-01,2021,M07,JUL,4.9,Total nonfarm,South region,SO,HI,Hires,
2021-07-01,2021,M07,JUL,4.4,Total nonfarm,West region,WE,HI,Hires,
2021-07-01,2021,M07,JUL,7,Total nonfarm,Total US,00,JO,Job openings,
2021-07-01,2021,M07,JUL,7,Total nonfarm,Midwest region,MW,JO,Job openings,
2021-07-01,2021,M07,JUL,7,Total nonfarm,Northeast region,NE,JO,Job openings,
2021-07-01,2021,M07,JUL,7.2,Total nonfarm,South region,SO,JO,Job openings,
2021-07-01,2021,M07,JUL,6.7,Total nonfarm,West region,WE,JO,Job openings,
2021-07-01,2021,M07,JUL,1,Total nonfarm,Total US,00,LD,Layoffs and discharges,
2021-07-01,2021,M07,JUL,1,Total nonfarm,Midwest region,MW,LD,Layoffs and discharges,
2021-07-01,2021,M07,JUL,1,Total nonfarm,Northeast region,NE,LD,Layoffs and discharges,
2021-07-01,2021,M07,JUL,1,Total nonfarm,South region,SO,LD,Layoffs and discharges,
2021-07-01,2021,M07,JUL,0.9,Total nonfarm,West region,WE,LD,Layoffs and discharges,
2021-07-01,2021,M07,JUL,0.2,Total nonfarm,Total US,00,OS,Other separations,
2021-07-01,2021,M07,JUL,0.2,Total nonfarm,Midwest region,MW,OS,Other separations,
2021-07-01,2021,M07,JUL,0.3,Total nonfarm,Northeast region,NE,OS,Other separations,
2021-07-01,2021,M07,JUL,0.2,Total nonfarm,South region,SO,OS,Other separations,
2021-07-01,2021,M07,JUL,0.2,Total nonfarm,West region,WE,OS,Other separations,
2021-07-01,2021,M07,JUL,2.7,Total nonfarm,Total US,00,QU,Quits,
2021-07-01,2021,M07,JUL,2.9,Total nonfarm,Midwest region,MW,QU,Quits,
2021-07-01,2021,M07,JUL,2.2,Total nonfarm,Northeast region,NE,QU,Quits,
2021-07-01,2021,M07,JUL,3,Total nonfarm,South region,SO,QU,Quits,
2021-07-01,2021,M07,JUL,2.7,Total nonfarm,West region,WE,QU,Quits,
2021-07-01,2021,M07,JUL,3.9,Total nonfarm,Total US,00,TS,Total separations,
2021-07-01,2021,M07,JUL,4.1,Total nonfarm,Midwest region,MW,TS,Total separations,
2021-07-01,2021,M07,JUL,3.4,Total nonfarm,Northeast region,NE,TS,Total separations,
2021-07-01,2021,M07,JUL,4.2,Total nonfarm,South region,SO,TS,Total separations,
2021-07-01,2021,M07,JUL,3.8,Total nonfarm,West region,WE,TS,Total separations,
2021-07-01,2021,M07,JUL,0.8,Total nonfarm,Total US,00,UO,Unemployed persons per job opening ratio,
2021-08-01,2021,M08,AUG,4.4,Total nonfarm,Total US,00,HI,Hires,
2021-08-01,2021,M08,AUG,4.2,Total nonfarm,Midwest region,MW,HI,Hires,
2021-08-01,2021,M08,AUG,3.6,Total nonfarm,Northeast region,NE,HI,Hires,
2021-08-01,2021,M08,AUG,4.9,Total nonfarm,South region,SO,HI,Hires,
2021-08-01,2021,M08,AUG,4.4,Total nonfarm,West region,WE,HI,Hires,
2021-08-01,2021,M08,AUG,6.7,Total nonfarm,Total US,00,JO,Job openings,
2021-08-01,2021,M08,AUG,6.6,Total nonfarm,Midwest region,MW,JO,Job openings,
2021-08-01,2021,M08,AUG,6.4,Total nonfarm,Northeast region,NE,JO,Job openings,
2021-08-01,2021,M08,AUG,7.1,Total nonfarm,South region,SO,JO,Job openings,
2021-08-01,2021,M08,AUG,6.6,Total nonfarm,West region,WE,JO,Job openings,
2021-08-01,2021,M08,AUG,0.9,Total nonfarm,Total US,00,LD,Layoffs and discharges,
2021-08-01,2021,M08,AUG,0.9,Total nonfarm,Midwest region,MW,LD,Layoffs and discharges,
2021-08-01,2021,M08,AUG,0.8,Total nonfarm,Northeast region,NE,LD,Layoffs and discharges,
2021-08-01,2021,M08,AUG,1,Total nonfarm,South region,SO,LD,Layoffs and discharges,
2021-08-01,2021,M08,AUG,1.1,Total nonfarm,West region,WE,LD,Layoffs and discharges,
2021-08-01,2021,M08,AUG,0.3,Total nonfarm,Total US,00,OS,Other separations,
2021-08-01,2021,M08,AUG,0.2,Total nonfarm,Midwest region,MW,OS,Other separations,
2021-08-01,2021,M08,AUG,0.2,Total nonfarm,Northeast region,NE,OS,Other separations,
2021-08-01,2021,M08,AUG,0.3,Total nonfarm,South region,SO,OS,Other separations,
2021-08-01,2021,M08,AUG,0.3,Total nonfarm,West region,WE,OS,Other separations,
2021-08-01,2021,M08,AUG,2.9,Total nonfarm,Total US,00,QU,Quits,
2021-08-01,2021,M08,AUG,3.2,Total nonfarm,Midwest region,MW,QU,Quits,
2021-08-01,2021,M08,AUG,2.3,Total nonfarm,Northeast region,NE,QU,Quits,
2021-08-01,2021,M08,AUG,3.2,Total nonfarm,South region,SO,QU,Quits,
2021-08-01,2021,M08,AUG,2.7,Total nonfarm,West region,WE,QU,Quits,
2021-08-01,2021,M08,AUG,4.1,Total nonfarm,Total US,00,TS,Total separations,
2021-08-01,2021,M08,AUG,4.4,Total nonfarm,Midwest region,MW,TS,Total separations,
2021-08-01,2021,M08,AUG,3.3,Total nonfarm,Northeast region,NE,TS,Total separations,
2021-08-01,2021,M08,AUG,4.4,Total nonfarm,South region,SO,TS,Total separations,
2021-08-01,2021,M08,AUG,4,Total nonfarm,West region,WE,TS,Total separations,
2021-08-01,2021,M08,AUG,0.8,Total nonfarm,Total US,00,UO,Unemployed persons per job opening ratio,
2021-09-01,2021,M09,SEP,4.4,Total nonfarm,Total US,00,HI,Hires,
2021-09-01,2021,M09,SEP,4.3,Total nonfarm,Midwest region,MW,HI,Hires,
2021-09-01,2021,M09,SEP,3.7,Total nonfarm,Northeast region,NE,HI,Hires,
2021-09-01,2021,M09,SEP,4.9,Total nonfarm,South region,SO,HI,Hires,
2021-09-01,2021,M09,SEP,4.2,Total nonfarm,West region,WE,HI,Hires,
2021-09-01,2021,M09,SEP,6.6,Total nonfarm,Total US,00,JO,Job openings,
2021-09-01,2021,M09,SEP,6.6,Total nonfarm,Midwest region,MW,JO,Job openings,
2021-09-01,2021,M09,SEP,6.4,Total nonfarm,Northeast region,NE,JO,Job openings,
2021-09-01,2021,M09,SEP,6.8,Total nonfarm,South region,SO,JO,Job openings,
2021-09-01,2021,M09,SEP,6.4,Total nonfarm,West region,WE,JO,Job openings,
2021-09-01,2021,M09,SEP,0.9,Total nonfarm,Total US,00,LD,Layoffs and discharges,
2021-09-01,2021,M09,SEP,0.9,Total nonfarm,Midwest region,MW,LD,Layoffs and discharges,
2021-09-01,2021,M09,SEP,0.8,Total nonfarm,Northeast region,NE,LD,Layoffs and discharges,
2021-09-01,2021,M09,SEP,1.1,Total nonfarm,South region,SO,LD,Layoffs and discharges,
2021-09-01,2021,M09,SEP,0.8,Total nonfarm,West region,WE,LD,Layoffs and discharges,
2021-09-01,2021,M09,SEP,0.3,Total nonfarm,Total US,00,OS,Other separations,
2021-09-01,2021,M09,SEP,0.3,Total nonfarm,Midwest region,MW,OS,Other separations,
2021-09-01,2021,M09,SEP,0.2,Total nonfarm,Northeast region,NE,OS,Other separations,
2021-09-01,2021,M09,SEP,0.3,Total nonfarm,South region,SO,OS,Other separations,
2021-09-01,2021,M09,SEP,0.3,Total nonfarm,West region,WE,OS,Other separations,
2021-09-01,2021,M09,SEP,3,Total nonfarm,Total US,00,QU,Quits,
2021-09-01,2021,M09,SEP,3,Total nonfarm,Midwest region,MW,QU,Quits,
2021-09-01,2021,M09,SEP,2.2,Total nonfarm,Northeast region,NE,QU,Quits,
2021-09-01,2021,M09,SEP,3.3,Total nonfarm,South region,SO,QU,Quits,
2021-09-01,2021,M09,SEP,3.1,Total nonfarm,West region,WE,QU,Quits,
2021-09-01,2021,M09,SEP,4.2,Total nonfarm,Total US,00,TS,Total separations,
2021-09-01,2021,M09,SEP,4.2,Total nonfarm,Midwest region,MW,TS,Total separations,
2021-09-01,2021,M09,SEP,3.3,Total nonfarm,Northeast region,NE,TS,Total separations,
2021-09-01,2021,M09,SEP,4.7,Total nonfarm,South region,SO,TS,Total separations,
2021-09-01,2021,M09,SEP,4.3,Total nonfarm,West region,WE,TS,Total separations,
2021-09-01,2021,M09,SEP,0.7,Total nonfarm,Total US,00,UO,Unemployed persons per job opening ratio,
2019-01-01,2019,M01,JAN,4.2,Total private,Total US,00,HI,Hires,
2019-01-01,2019,M01,JAN,4.1,Total private,Total US,00,HI,Hires,
2019-01-01,2019,M01,JAN,4.4,Total private,Total US,00,HI,Hires,
2019-01-01,2019,M01,JAN,4.5,Total private,Total US,00,HI,Hires,
2019-01-01,2019,M01,JAN,4.3,Total private,Total US,00,HI,Hires,
2019-01-01,2019,M01,JAN,3.2,Total private,Total US,00,HI,Hires,
2019-01-01,2019,M01,JAN,1.8,Total private,Total US,00,HI,Hires,
2019-01-01,2019,M01,JAN,5,Total private,Total US,00,JO,Job openings,
2019-01-01,2019,M01,JAN,4.4,Total private,Total US,00,JO,Job openings,
2019-01-01,2019,M01,JAN,5,Total private,Total US,00,JO,Job openings,
2019-01-01,2019,M01,JAN,5.2,Total private,Total US,00,JO,Job openings,
2019-01-01,2019,M01,JAN,5.2,Total private,Total US,00,JO,Job openings,
2019-01-01,2019,M01,JAN,5.6,Total private,Total US,00,JO,Job openings,
2019-01-01,2019,M01,JAN,4.3,Total private,Total US,00,JO,Job openings,
2019-01-01,2019,M01,JAN,1.2,Total private,Total US,00,LD,Layoffs and discharges,
2019-01-01,2019,M01,JAN,1.1,Total private,Total US,00,LD,Layoffs and discharges,
2019-01-01,2019,M01,JAN,1.2,Total private,Total US,00,LD,Layoffs and discharges,
2019-01-01,2019,M01,JAN,1.2,Total private,Total US,00,LD,Layoffs and discharges,
2019-01-01,2019,M01,JAN,1.4,Total private,Total US,00,LD,Layoffs and discharges,
2019-01-01,2019,M01,JAN,1.2,Total private,Total US,00,LD,Layoffs and discharges,
2019-01-01,2019,M01,JAN,0.6,Total private,Total US,00,LD,Layoffs and discharges,
2019-01-01,2019,M01,JAN,0.2,Total private,Total US,00,OS,Other separations,
2019-01-01,2019,M01,JAN,0.2,Total private,Total US,00,OS,Other separations,
2019-01-01,2019,M01,JAN,0.2,Total private,Total US,00,OS,Other separations,
2019-01-01,2019,M01,JAN,0.2,Total private,Total US,00,OS,Other separations,
2019-01-01,2019,M01,JAN,0.2,Total private,Total US,00,OS,Other separations,
2019-01-01,2019,M01,JAN,0.2,Total private,Total US,00,OS,Other separations,
2019-01-01,2019,M01,JAN,0.2,Total private,Total US,00,OS,Other separations,
2019-01-01,2019,M01,JAN,2.6,Total private,Total US,00,QU,Quits,
2019-01-01,2019,M01,JAN,2.4,Total private,Total US,00,QU,Quits,
2019-01-01,2019,M01,JAN,2.9,Total private,Total US,00,QU,Quits,
2019-01-01,2019,M01,JAN,2.6,Total private,Total US,00,QU,Quits,
2019-01-01,2019,M01,JAN,2.7,Total private,Total US,00,QU,Quits,
2019-01-01,2019,M01,JAN,2,Total private,Total US,00,QU,Quits,
2019-01-01,2019,M01,JAN,1,Total private,Total US,00,QU,Quits,
2019-01-01,2019,M01,JAN,4,Total private,Total US,00,TS,Total separations,
2019-01-01,2019,M01,JAN,3.8,Total private,Total US,00,TS,Total separations,
2019-01-01,2019,M01,JAN,4.4,Total private,Total US,00,TS,Total separations,
2019-01-01,2019,M01,JAN,4.1,Total private,Total US,00,TS,Total separations,
2019-01-01,2019,M01,JAN,4.3,Total private,Total US,00,TS,Total separations,
2019-01-01,2019,M01,JAN,3.4,Total private,Total US,00,TS,Total separations,
2019-01-01,2019,M01,JAN,1.8,Total private,Total US,00,TS,Total separations,
2019-02-01,2019,M02,FEB,4.2,Total private,Total US,00,HI,Hires,
2019-02-01,2019,M02,FEB,4.1,Total private,Total US,00,HI,Hires,
2019-02-01,2019,M02,FEB,4.3,Total private,Total US,00,HI,Hires,
2019-02-01,2019,M02,FEB,4.5,Total private,Total US,00,HI,Hires,
2019-02-01,2019,M02,FEB,4.2,Total private,Total US,00,HI,Hires,
2019-02-01,2019,M02,FEB,3.1,Total private,Total US,00,HI,Hires,
2019-02-01,2019,M02,FEB,1.9,Total private,Total US,00,HI,Hires,
2019-02-01,2019,M02,FEB,4.8,Total private,Total US,00,JO,Job openings,
2019-02-01,2019,M02,FEB,3.8,Total private,Total US,00,JO,Job openings,
2019-02-01,2019,M02,FEB,4.6,Total private,Total US,00,JO,Job openings,
2019-02-01,2019,M02,FEB,5.1,Total private,Total US,00,JO,Job openings,
2019-02-01,2019,M02,FEB,5,Total private,Total US,00,JO,Job openings,
2019-02-01,2019,M02,FEB,5.3,Total private,Total US,00,JO,Job openings,
2019-02-01,2019,M02,FEB,4.1,Total private,Total US,00,JO,Job openings,
2019-02-01,2019,M02,FEB,1.3,Total private,Total US,00,LD,Layoffs and discharges,
2019-02-01,2019,M02,FEB,1.2,Total private,Total US,00,LD,Layoffs and discharges,
2019-02-01,2019,M02,FEB,1.1,Total private,Total US,00,LD,Layoffs and discharges,
2019-02-01,2019,M02,FEB,1.5,Total private,Total US,00,LD,Layoffs and discharges,
2019-02-01,2019,M02,FEB,1.6,Total private,Total US,00,LD,Layoffs and discharges,
2019-02-01,2019,M02,FEB,1.1,Total private,Total US,00,LD,Layoffs and discharges,
2019-02-01,2019,M02,FEB,0.6,Total private,Total US,00,LD,Layoffs and discharges,
2019-02-01,2019,M02,FEB,0.2,Total private,Total US,00,OS,Other separations,
2019-02-01,2019,M02,FEB,0.2,Total private,Total US,00,OS,Other separations,
2019-02-01,2019,M02,FEB,0.3,Total private,Total US,00,OS,Other separations,
2019-02-01,2019,M02,FEB,0.2,Total private,Total US,00,OS,Other separations,
2019-02-01,2019,M02,FEB,0.3,Total private,Total US,00,OS,Other separations,
2019-02-01,2019,M02,FEB,0.3,Total private,Total US,00,OS,Other separations,
2019-02-01,2019,M02,FEB,0.2,Total private,Total US,00,OS,Other separations,
2019-02-01,2019,M02,FEB,2.6,Total private,Total US,00,QU,Quits,
2019-02-01,2019,M02,FEB,2.4,Total private,Total US,00,QU,Quits,
2019-02-01,2019,M02,FEB,3.1,Total private,Total US,00,QU,Quits,
2019-02-01,2019,M02,FEB,2.7,Total private,Total US,00,QU,Quits,
2019-02-01,2019,M02,FEB,2.6,Total private,Total US,00,QU,Quits,
2019-02-01,2019,M02,FEB,1.9,Total private,Total US,00,QU,Quits,
2019-02-01,2019,M02,FEB,1,Total private,Total US,00,QU,Quits,
2019-02-01,2019,M02,FEB,4.2,Total private,Total US,00,TS,Total separations,
2019-02-01,2019,M02,FEB,3.7,Total private,Total US,00,TS,Total separations,
2019-02-01,2019,M02,FEB,4.4,Total private,Total US,00,TS,Total separations,
2019-02-01,2019,M02,FEB,4.4,Total private,Total US,00,TS,Total separations,
2019-02-01,2019,M02,FEB,4.5,Total private,Total US,00,TS,Total separations,
2019-02-01,2019,M02,FEB,3.3,Total private,Total US,00,TS,Total separations,
2019-02-01,2019,M02,FEB,1.8,Total private,Total US,00,TS,Total separations,
2019-03-01,2019,M03,MAR,4.2,Total private,Total US,00,HI,Hires,
2019-03-01,2019,M03,MAR,3.7,Total private,Total US,00,HI,Hires,
2019-03-01,2019,M03,MAR,4.5,Total private,Total US,00,HI,Hires,
2019-03-01,2019,M03,MAR,4.4,Total private,Total US,00,HI,Hires,
2019-03-01,2019,M03,MAR,4.4,Total private,Total US,00,HI,Hires,
2019-03-01,2019,M03,MAR,3,Total private,Total US,00,HI,Hires,
2019-03-01,2019,M03,MAR,2,Total private,Total US,00,HI,Hires,
2019-03-01,2019,M03,MAR,4.9,Total private,Total US,00,JO,Job openings,
2019-03-01,2019,M03,MAR,4.8,Total private,Total US,00,JO,Job openings,
2019-03-01,2019,M03,MAR,4.8,Total private,Total US,00,JO,Job openings,
2019-03-01,2019,M03,MAR,5.1,Total private,Total US,00,JO,Job openings,
2019-03-01,2019,M03,MAR,4.9,Total private,Total US,00,JO,Job openings,
2019-03-01,2019,M03,MAR,5.1,Total private,Total US,00,JO,Job openings,
2019-03-01,2019,M03,MAR,4.5,Total private,Total US,00,JO,Job openings,
2019-03-01,2019,M03,MAR,1.3,Total private,Total US,00,LD,Layoffs and discharges,
2019-03-01,2019,M03,MAR,0.7,Total private,Total US,00,LD,Layoffs and discharges,
2019-03-01,2019,M03,MAR,1.4,Total private,Total US,00,LD,Layoffs and discharges,
2019-03-01,2019,M03,MAR,1.3,Total private,Total US,00,LD,Layoffs and discharges,
2019-03-01,2019,M03,MAR,1.6,Total private,Total US,00,LD,Layoffs and discharges,
2019-03-01,2019,M03,MAR,1.1,Total private,Total US,00,LD,Layoffs and discharges,
2019-03-01,2019,M03,MAR,0.5,Total private,Total US,00,LD,Layoffs and discharges,
2019-03-01,2019,M03,MAR,0.2,Total private,Total US,00,OS,Other separations,
2019-03-01,2019,M03,MAR,0.3,Total private,Total US,00,OS,Other separations,
2019-03-01,2019,M03,MAR,0.2,Total private,Total US,00,OS,Other separations,
2019-03-01,2019,M03,MAR,0.1,Total private,Total US,00,OS,Other separations,
2019-03-01,2019,M03,MAR,0.2,Total private,Total US,00,OS,Other separations,
2019-03-01,2019,M03,MAR,0.3,Total private,Total US,00,OS,Other separations,
2019-03-01,2019,M03,MAR,0.3,Total private,Total US,00,OS,Other separations,
2019-03-01,2019,M03,MAR,2.6,Total private,Total US,00,QU,Quits,
2019-03-01,2019,M03,MAR,2.6,Total private,Total US,00,QU,Quits,
2019-03-01,2019,M03,MAR,2.9,Total private,Total US,00,QU,Quits,
2019-03-01,2019,M03,MAR,2.7,Total private,Total US,00,QU,Quits,
2019-03-01,2019,M03,MAR,2.6,Total private,Total US,00,QU,Quits,
2019-03-01,2019,M03,MAR,1.8,Total private,Total US,00,QU,Quits,
2019-03-01,2019,M03,MAR,1,Total private,Total US,00,QU,Quits,
2019-03-01,2019,M03,MAR,4.1,Total private,Total US,00,TS,Total separations,
2019-03-01,2019,M03,MAR,3.6,Total private,Total US,00,TS,Total separations,
2019-03-01,2019,M03,MAR,4.6,Total private,Total US,00,TS,Total separations,
2019-03-01,2019,M03,MAR,4.2,Total private,Total US,00,TS,Total separations,
2019-03-01,2019,M03,MAR,4.4,Total private,Total US,00,TS,Total separations,
2019-03-01,2019,M03,MAR,3.2,Total private,Total US,00,TS,Total separations,
2019-03-01,2019,M03,MAR,1.8,Total private,Total US,00,TS,Total separations,
2019-04-01,2019,M04,APR,4.4,Total private,Total US,00,HI,Hires,
2019-04-01,2019,M04,APR,4.2,Total private,Total US,00,HI,Hires,
2019-04-01,2019,M04,APR,4.6,Total private,Total US,00,HI,Hires,
2019-04-01,2019,M04,APR,4.7,Total private,Total US,00,HI,Hires,
2019-04-01,2019,M04,APR,4.6,Total private,Total US,00,HI,Hires,
2019-04-01,2019,M04,APR,3.7,Total private,Total US,00,HI,Hires,
2019-04-01,2019,M04,APR,2.2,Total private,Total US,00,HI,Hires,
2019-04-01,2019,M04,APR,4.9,Total private,Total US,00,JO,Job openings,
2019-04-01,2019,M04,APR,4.6,Total private,Total US,00,JO,Job openings,
2019-04-01,2019,M04,APR,4.5,Total private,Total US,00,JO,Job openings,
2019-04-01,2019,M04,APR,5,Total private,Total US,00,JO,Job openings,
2019-04-01,2019,M04,APR,5.3,Total private,Total US,00,JO,Job openings,
2019-04-01,2019,M04,APR,5.2,Total private,Total US,00,JO,Job openings,
2019-04-01,2019,M04,APR,4.5,Total private,Total US,00,JO,Job openings,
2019-04-01,2019,M04,APR,1.4,Total private,Total US,00,LD,Layoffs and discharges,
2019-04-01,2019,M04,APR,1.3,Total private,Total US,00,LD,Layoffs and discharges,
2019-04-01,2019,M04,APR,1.4,Total private,Total US,00,LD,Layoffs and discharges,
2019-04-01,2019,M04,APR,1.6,Total private,Total US,00,LD,Layoffs and discharges,
2019-04-01,2019,M04,APR,1.5,Total private,Total US,00,LD,Layoffs and discharges,
2019-04-01,2019,M04,APR,1.3,Total private,Total US,00,LD,Layoffs and discharges,
