year,period,month,rate,ratelevel_code,industry_text,state_text,state_code,dataelement_code,dataelement_text
2020,M06,6,2.4,R,Trade,,,,
2021,M06,6,3.3,R,Trade,,,,
2019,M06,6,4.1,R,Trade,,,,
2020,M06,6,4.1,R,Trade,,,,
2021,M06,6,4.6,R,Trade,,,,
2019,M06,6,4.4,R,Trade,,,,
2020,M06,6,5.9,R,Trade,,,,
2021,M06,6,6.0,R,Trade,,,,
2019,M06,6,4.6,R,Trade,,,,
2020,M06,6,4.1,R,Trade,,,,
2021,M06,6,6.8,R,Trade,,,,
2019,M06,6,1.0,R,Trade,,,,
2020,M06,6,1.4,R,Trade,,,,
2021,M06,6,0.9,R,Trade,,,,
2019,M06,6,0.2,R,Trade,,,,
2020,M06,6,0.1,R,Trade,,,,
2021,M06,6,0.2,R,Trade,,,,
2019,M06,6,2.8,R,Trade,,,,
2020,M06,6,2.4,R,Trade,,,,
2021,M06,6,3.4,R,Trade,,,,
2019,M06,6,4.0,R,Trade,,,,
2020,M06,6,4.0,R,Trade,,,,
2021,M06,6,4.5,R,Trade,,,,
2019,M06,6,2.5,R,Wholesale trade,Total US,0,HI,Hires
2020,M06,6,3.0,R,Wholesale trade,Total US,0,HI,Hires
2021,M06,6,3.1,R,Wholesale trade,Total US,0,HI,Hires
2019,M06,6,3.3,R,Wholesale trade,Total US,0,JO,Job openings
2020,M06,6,2.7,R,Wholesale trade,Total US,0,JO,Job openings
2021,M06,6,4.6,R,Wholesale trade,Total US,0,JO,Job openings
2019,M06,6,0.9,R,Wholesale trade,Total US,0,LD,Layoffs and discharges
2020,M06,6,1.4,R,Wholesale trade,Total US,0,LD,Layoffs and discharges
2021,M06,6,0.5,R,Wholesale trade,Total US,0,LD,Layoffs and discharges
2019,M06,6,0.1,R,Wholesale trade,Total US,0,OS,Other separations
2020,M06,6,0.1,R,Wholesale trade,Total US,0,OS,Other separations
2021,M06,6,0.2,R,Wholesale trade,Total US,0,OS,Other separations
2019,M06,6,1.5,R,Wholesale trade,Total US,0,QU,Quits
2020,M06,6,1.5,R,Wholesale trade,Total US,0,QU,Quits
2021,M06,6,1.8,R,Wholesale trade,Total US,0,QU,Quits
2019,M06,6,2.5,R,Wholesale trade,Total US,0,TS,Total separations
2020,M06,6,3.0,R,Wholesale trade,Total US,0,TS,Total separations
2021,M06,6,2.5,R,Wholesale trade,Total US,0,TS,Total separations
2019,M06,6,2.8,R,Wholesale trade,Total US,0,HI,Hires
2020,M06,6,3.3,R,Wholesale trade,Total US,0,HI,Hires
2021,M06,6,3.4,R,Wholesale trade,Total US,0,HI,Hires
2019,M06,6,3.5,R,Wholesale trade,Total US,0,JO,Job openings
2020,M06,6,2.8,R,Wholesale trade,Total US,0,JO,Job openings
2021,M06,6,4.8,R,Wholesale trade,Total US,0,JO,Job openings
2019,M06,6,0.9,R,Wholesale trade,Total US,0,LD,Layoffs and discharges
2020,M06,6,1.5,R,Wholesale trade,Total US,0,LD,Layoffs and discharges
2021,M06,6,0.4,R,Wholesale trade,Total US,0,LD,Layoffs and discharges
2019,M06,6,0.1,R,Wholesale trade,Total US,0,OS,Other separations
2020,M06,6,0.1,R,Wholesale trade,Total US,0,OS,Other separations
2021,M06,6,0.2,R,Wholesale trade,Total US,0,OS,Other separations
2019,M06,6,1.5,R,Wholesale trade,Total US,0,QU,Quits
2020,M06,6,1.5,R,Wholesale trade,Total US,0,QU,Quits
2021,M06,6,1.9,R,Wholesale trade,Total US,0,QU,Quits
2019,M06,6,2.6,R,Wholesale trade,Total US,0,TS,Total separations
2020,M06,6,3.0,R,Wholesale trade,Total US,0,TS,Total separations
2021,M06,6,2.5,R,Wholesale trade,Total US,0,TS,Total separations
2019,M06,6,5.1,R,Retail trade,Total US,0,HI,Hires
2020,M06,6,7.0,R,Retail trade,Total US,0,HI,Hires
2021,M06,6,7.3,R,Retail trade,Total US,0,HI,Hires
2019,M06,6,4.9,R,Retail trade,Total US,0,JO,Job openings
2020,M06,6,4.3,R,Retail trade,Total US,0,JO,Job openings
2021,M06,6,7.2,R,Retail trade,Total US,0,JO,Job openings
2019,M06,6,1.2,R,Retail trade,Total US,0,LD,Layoffs and discharges
2020,M06,6,1.4,R,Retail trade,Total US,0,LD,Layoffs and discharges
2021,M06,6,1.2,R,Retail trade,Total US,0,LD,Layoffs and discharges
2019,M06,6,0.3,R,Retail trade,Total US,0,OS,Other separations
2020,M06,6,0.1,R,Retail trade,Total US,0,OS,Other separations
2021,M06,6,0.2,R,Retail trade,Total US,0,OS,Other separations
2019,M06,6,3.5,R,Retail trade,Total US,0,QU,Quits
2020,M06,6,2.8,R,Retail trade,Total US,0,QU,Quits
2021,M06,6,4.2,R,Retail trade,Total US,0,QU,Quits
2019,M06,6,4.9,R,Retail trade,Total US,0,TS,Total separations
2020,M06,6,4.3,R,Retail trade,Total US,0,TS,Total separations
2021,M06,6,5.6,R,Retail trade,Total US,0,TS,Total separations
2019,M06,6,5.2,R,Retail trade,Total US,0,HI,Hires
2020,M06,6,7.2,R,Retail trade,Total US,0,HI,Hires
2021,M06,6,7.6,R,Retail trade,Total US,0,HI,Hires
2019,M06,6,4.9,R,Retail trade,Total US,0,JO,Job openings
2020,M06,6,4.3,R,Retail trade,Total US,0,JO,Job openings
2021,M06,6,7.4,R,Retail trade,Total US,0,JO,Job openings
2019,M06,6,0.9,R,Retail trade,Total US,0,LD,Layoffs and discharges
2020,M06,6,1.1,R,Retail trade,Total US,0,LD,Layoffs and discharges
2021,M06,6,1.1,R,Retail trade,Total US,0,LD,Layoffs and discharges
2019,M06,6,0.3,R,Retail trade,Total US,0,OS,Other separations
2020,M06,6,0.1,R,Retail trade,Total US,0,OS,Other separations
2021,M06,6,0.2,R,Retail trade,Total US,0,OS,Other separations
2019,M06,6,3.6,R,Retail trade,Total US,0,QU,Quits
2020,M06,6,2.9,R,Retail trade,Total US,0,QU,Quits
2021,M06,6,4.4,R,Retail trade,Total US,0,QU,Quits
2019,M06,6,4.8,R,Retail trade,Total US,0,TS,Total separations
2020,M06,6,4.2,R,Retail trade,Total US,0,TS,Total separations
2021,M06,6,5.6,R,Retail trade,Total US,0,TS,Total separations
2019,M06,6,4.0,R,Transportation,,,,
2020,M06,6,5.6,R,Transportation,,,,
2021,M06,6,4.5,R,Transportation,,,,
2019,M06,6,5.1,R,Transportation,,,,
2020,M06,6,5.0,R,Transportation,,,,
2021,M06,6,7.0,R,Transportation,,,,
2019,M06,6,1.3,R,Transportation,,,,
2020,M06,6,2.4,R,Transportation,,,,
2021,M06,6,1.3,R,Transportation,,,,
2019,M06,6,0.2,R,Transportation,,,,
2020,M06,6,0.2,R,Transportation,,,,
2021,M06,6,0.3,R,Transportation,,,,
2019,M06,6,2.0,R,Transportation,,,,
2020,M06,6,2.1,R,Transportation,,,,
2021,M06,6,2.6,R,Transportation,,,,
2019,M06,6,3.5,R,Transportation,,,,
2020,M06,6,4.8,R,Transportation,,,,
2021,M06,6,4.2,R,Transportation,,,,
2019,M06,6,3.7,R,Transportation,,,,
2020,M06,6,5.3,R,Transportation,,,,
2021,M06,6,4.4,R,Transportation,,,,
2019,M06,6,5.1,R,Transportation,,,,
2020,M06,6,5.0,R,Transportation,,,,
2021,M06,6,7.2,R,Transportation,,,,
2019,M06,6,1.0,R,Transportation,,,,
2020,M06,6,2.1,R,Transportation,,,,
2021,M06,6,1.0,R,Transportation,,,,
2019,M06,6,0.2,R,Transportation,,,,
2020,M06,6,0.2,R,Transportation,,,,
2021,M06,6,0.3,R,Transportation,,,,
2019,M06,6,2.0,R,Transportation,,,,
2020,M06,6,1.9,R,Transportation,,,,
2021,M06,6,2.5,R,Transportation,,,,
2019,M06,6,3.2,R,Transportation,,,,
2020,M06,6,4.2,R,Transportation,,,,
2021,M06,6,3.7,R,Transportation,,,,
2019,M06,6,3.2,R,Information,Total US,0,HI,Hires
2020,M06,6,2.0,R,Information,Total US,0,HI,Hires
2021,M06,6,3.3,R,Information,Total US,0,HI,Hires
2019,M06,6,4.4,R,Information,Total US,0,JO,Job openings
2020,M06,6,3.8,R,Information,Total US,0,JO,Job openings
2021,M06,6,5.6,R,Information,Total US,0,JO,Job openings
2019,M06,6,1.0,R,Information,Total US,0,LD,Layoffs and discharges
2020,M06,6,1.5,R,Information,Total US,0,LD,Layoffs and discharges
2021,M06,6,1.1,R,Information,Total US,0,LD,Layoffs and discharges
2019,M06,6,0.3,R,Information,Total US,0,OS,Other separations
2020,M06,6,0.2,R,Information,Total US,0,OS,Other separations
2021,M06,6,0.4,R,Information,Total US,0,OS,Other separations
2019,M06,6,1.5,R,Information,Total US,0,QU,Quits
2020,M06,6,1.2,R,Information,Total US,0,QU,Quits
2021,M06,6,1.8,R,Information,Total US,0,QU,Quits
2019,M06,6,2.9,R,Information,Total US,0,TS,Total separations
2020,M06,6,2.9,R,Information,Total US,0,TS,Total separations
2021,M06,6,3.2,R,Information,Total US,0,TS,Total separations
2019,M06,6,3.5,R,Information,Total US,0,HI,Hires
2020,M06,6,2.4,R,Information,Total US,0,HI,Hires
2021,M06,6,3.5,R,Information,Total US,0,HI,Hires
2019,M06,6,4.1,R,Information,Total US,0,JO,Job openings
2020,M06,6,3.4,R,Information,Total US,0,JO,Job openings
2021,M06,6,5.3,R,Information,Total US,0,JO,Job openings
2019,M06,6,1.2,R,Information,Total US,0,LD,Layoffs and discharges
2020,M06,6,1.7,R,Information,Total US,0,LD,Layoffs and discharges
2021,M06,6,1.4,R,Information,Total US,0,LD,Layoffs and discharges
2019,M06,6,0.3,R,Information,Total US,0,OS,Other separations
2020,M06,6,0.2,R,Information,Total US,0,OS,Other separations
2021,M06,6,0.4,R,Information,Total US,0,OS,Other separations
2019,M06,6,1.5,R,Information,Total US,0,QU,Quits
2020,M06,6,1.1,R,Information,Total US,0,QU,Quits
2021,M06,6,1.6,R,Information,Total US,0,QU,Quits
2019,M06,6,3.0,R,Information,Total US,0,TS,Total separations
2020,M06,6,3.0,R,Information,Total US,0,TS,Total separations
2021,M06,6,3.4,R,Information,Total US,0,TS,Total separations
2019,M06,6,2.6,R,Financial activities,Total US,0,HI,Hires
2020,M06,6,2.2,R,Financial activities,Total US,0,HI,Hires
2021,M06,6,2.4,R,Financial activities,Total US,0,HI,Hires
2019,M06,6,4.2,R,Financial activities,Total US,0,JO,Job openings
2020,M06,6,3.7,R,Financial activities,Total US,0,JO,Job openings
2021,M06,6,3.8,R,Financial activities,Total US,0,JO,Job openings
2019,M06,6,0.7,R,Financial activities,Total US,0,LD,Layoffs and discharges
2020,M06,6,1.2,R,Financial activities,Total US,0,LD,Layoffs and discharges
2021,M06,6,0.5,R,Financial activities,Total US,0,LD,Layoffs and discharges
2019,M06,6,0.2,R,Financial activities,Total US,0,OS,Other separations
2020,M06,6,0.3,R,Financial activities,Total US,0,OS,Other separations
2021,M06,6,0.4,R,Financial activities,Total US,0,OS,Other separations
2019,M06,6,1.5,R,Financial activities,Total US,0,QU,Quits
2020,M06,6,1.1,R,Financial activities,Total US,0,QU,Quits
2021,M06,6,1.4,R,Financial activities,Total US,0,QU,Quits
2019,M06,6,2.5,R,Financial activities,Total US,0,TS,Total separations
2020,M06,6,2.5,R,Financial activities,Total US,0,TS,Total separations
2021,M06,6,2.3,R,Financial activities,Total US,0,TS,Total separations
2019,M06,6,3.0,R,Financial activities,Total US,0,HI,Hires
2020,M06,6,2.6,R,Financial activities,Total US,0,HI,Hires
2021,M06,6,2.7,R,Financial activities,Total US,0,HI,Hires
2019,M06,6,4.0,R,Financial activities,Total US,0,JO,Job openings
2020,M06,6,3.5,R,Financial activities,Total US,0,JO,Job openings
2021,M06,6,3.6,R,Financial activities,Total US,0,JO,Job openings
2019,M06,6,0.7,R,Financial activities,Total US,0,LD,Layoffs and discharges
2020,M06,6,1.2,R,Financial activities,Total US,0,LD,Layoffs and discharges
2021,M06,6,0.5,R,Financial activities,Total US,0,LD,Layoffs and discharges
2019,M06,6,0.2,R,Financial activities,Total US,0,OS,Other separations
2020,M06,6,0.3,R,Financial activities,Total US,0,OS,Other separations
2021,M06,6,0.4,R,Financial activities,Total US,0,OS,Other separations
2019,M06,6,1.6,R,Financial activities,Total US,0,QU,Quits
2020,M06,6,1.1,R,Financial activities,Total US,0,QU,Quits
2021,M06,6,1.5,R,Financial activities,Total US,0,QU,Quits
2019,M06,6,2.6,R,Financial activities,Total US,0,TS,Total separations
2020,M06,6,2.5,R,Financial activities,Total US,0,TS,Total separations
2021,M06,6,2.4,R,Financial activities,Total US,0,TS,Total separations
2019,M06,6,2.1,R,Finance and insurance,Total US,0,HI,Hires
2020,M06,6,2.0,R,Finance and insurance,Total US,0,HI,Hires
2021,M06,6,2.1,R,Finance and insurance,Total US,0,HI,Hires
2019,M06,6,4.1,R,Finance and insurance,Total US,0,JO,Job openings
2020,M06,6,3.7,R,Finance and insurance,Total US,0,JO,Job openings
2021,M06,6,3.6,R,Finance and insurance,Total US,0,JO,Job openings
2019,M06,6,0.5,R,Finance and insurance,Total US,0,LD,Layoffs and discharges
2020,M06,6,1.1,R,Finance and insurance,Total US,0,LD,Layoffs and discharges
2021,M06,6,0.6,R,Finance and insurance,Total US,0,LD,Layoffs and discharges
2019,M06,6,0.2,R,Finance and insurance,Total US,0,OS,Other separations
2020,M06,6,0.3,R,Finance and insurance,Total US,0,OS,Other separations
2021,M06,6,0.4,R,Finance and insurance,Total US,0,OS,Other separations
2019,M06,6,1.2,R,Finance and insurance,Total US,0,QU,Quits
2020,M06,6,1.0,R,Finance and insurance,Total US,0,QU,Quits
2021,M06,6,1.2,R,Finance and insurance,Total US,0,QU,Quits
2019,M06,6,2.0,R,Finance and insurance,Total US,0,TS,Total separations
2020,M06,6,2.4,R,Finance and insurance,Total US,0,TS,Total separations
2021,M06,6,2.2,R,Finance and insurance,Total US,0,TS,Total separations
2019,M06,6,2.4,R,Finance and insurance,Total US,0,HI,Hires
2020,M06,6,2.2,R,Finance and insurance,Total US,0,HI,Hires
2021,M06,6,2.4,R,Finance and insurance,Total US,0,HI,Hires
2019,M06,6,3.8,R,Finance and insurance,Total US,0,JO,Job openings
2020,M06,6,3.4,R,Finance and insurance,Total US,0,JO,Job openings
2021,M06,6,3.4,R,Finance and insurance,Total US,0,JO,Job openings
2019,M06,6,0.4,R,Finance and insurance,Total US,0,LD,Layoffs and discharges
2020,M06,6,1.1,R,Finance and insurance,Total US,0,LD,Layoffs and discharges
2021,M06,6,0.6,R,Finance and insurance,Total US,0,LD,Layoffs and discharges
2019,M06,6,0.3,R,Finance and insurance,Total US,0,OS,Other separations
2020,M06,6,0.2,R,Finance and insurance,Total US,0,OS,Other separations
2021,M06,6,0.4,R,Finance and insurance,Total US,0,OS,Other separations
2019,M06,6,1.3,R,Finance and insurance,Total US,0,QU,Quits
2020,M06,6,1.0,R,Finance and insurance,Total US,0,QU,Quits
2021,M06,6,1.2,R,Finance and insurance,Total US,0,QU,Quits
2019,M06,6,2.0,R,Finance and insurance,Total US,0,TS,Total separations
2020,M06,6,2.3,R,Finance and insurance,Total US,0,TS,Total separations
2021,M06,6,2.1,R,Finance and insurance,Total US,0,TS,Total separations
2019,M06,6,3.9,R,Real estate and rental and leasing,Total US,0,HI,Hires
2020,M06,6,3.1,R,Real estate and rental and leasing,Total US,0,HI,Hires
2021,M06,6,3.1,R,Real estate and rental and leasing,Total US,0,HI,Hires
2019,M06,6,4.5,R,Real estate and rental and leasing,Total US,0,JO,Job openings
2020,M06,6,3.8,R,Real estate and rental and leasing,Total US,0,JO,Job openings
2021,M06,6,4.2,R,Real estate and rental and leasing,Total US,0,JO,Job openings
2019,M06,6,1.4,R,Real estate and rental and leasing,Total US,0,LD,Layoffs and discharges
2020,M06,6,1.3,R,Real estate and rental and leasing,Total US,0,LD,Layoffs and discharges
2021,M06,6,0.2,R,Real estate and rental and leasing,Total US,0,LD,Layoffs and discharges
2019,M06,6,0.1,R,Real estate and rental and leasing,Total US,0,OS,Other separations
2020,M06,6,0.4,R,Real estate and rental and leasing,Total US,0,OS,Other separations
2021,M06,6,0.3,R,Real estate and rental and leasing,Total US,0,OS,Other separations
2019,M06,6,2.4,R,Real estate and rental and leasing,Total US,0,QU,Quits
2020,M06,6,1.2,R,Real estate and rental and leasing,Total US,0,QU,Quits
2021,M06,6,2.2,R,Real estate and rental and leasing,Total US,0,QU,Quits
2019,M06,6,4.0,R,Real estate and rental and leasing,Total US,0,TS,Total separations
2020,M06,6,2.9,R,Real estate and rental and leasing,Total US,0,TS,Total separations
2021,M06,6,2.6,R,Real estate and rental and leasing,Total US,0,TS,Total separations
2019,M06,6,4.6,R,Real estate and rental and leasing,Total US,0,HI,Hires
2020,M06,6,3.9,R,Real estate and rental and leasing,Total US,0,HI,Hires
2021,M06,6,3.6,R,Real estate and rental and leasing,Total US,0,HI,Hires
2019,M06,6,4.5,R,Real estate and rental and leasing,Total US,0,JO,Job openings
2020,M06,6,3.8,R,Real estate and rental and leasing,Total US,0,JO,Job openings
2021,M06,6,4.4,R,Real estate and rental and leasing,Total US,0,JO,Job openings
2019,M06,6,1.5,R,Real estate and rental and leasing,Total US,0,LD,Layoffs and discharges
2020,M06,6,1.5,R,Real estate and rental and leasing,Total US,0,LD,Layoffs and discharges
2021,M06,6,0.3,R,Real estate and rental and leasing,Total US,0,LD,Layoffs and discharges
2019,M06,6,0.1,R,Real estate and rental and leasing,Total US,0,OS,Other separations
2020,M06,6,0.4,R,Real estate and rental and leasing,Total US,0,OS,Other separations
2021,M06,6,0.5,R,Real estate and rental and leasing,Total US,0,OS,Other separations
2019,M06,6,2.6,R,Real estate and rental and leasing,Total US,0,QU,Quits
2020,M06,6,1.3,R,Real estate and rental and leasing,Total US,0,QU,Quits
2021,M06,6,2.4,R,Real estate and rental and leasing,Total US,0,QU,Quits
2019,M06,6,4.2,R,Real estate and rental and leasing,Total US,0,TS,Total separations
2020,M06,6,3.3,R,Real estate and rental and leasing,Total US,0,TS,Total separations
2021,M06,6,3.3,R,Real estate and rental and leasing,Total US,0,TS,Total separations
2019,M06,6,5.2,R,Professional and business services,Total US,0,HI,Hires
2020,M06,6,6.0,R,Professional and business services,Total US,0,HI,Hires
2021,M06,6,5.6,R,Professional and business services,Total US,0,HI,Hires
2019,M06,6,5.7,R,Professional and business services,Total US,0,JO,Job openings
2020,M06,6,4.9,R,Professional and business services,Total US,0,JO,Job openings
2021,M06,6,7.6,R,Professional and business services,Total US,0,JO,Job openings
2019,M06,6,1.8,R,Professional and business services,Total US,0,LD,Layoffs and discharges
2020,M06,6,2.1,R,Professional and business services,Total US,0,LD,Layoffs and discharges
2021,M06,6,1.5,R,Professional and business services,Total US,0,LD,Layoffs and discharges
2019,M06,6,0.3,R,Professional and business services,Total US,0,OS,Other separations
2020,M06,6,0.3,R,Professional and business services,Total US,0,OS,Other separations
2021,M06,6,0.5,R,Professional and business services,Total US,0,OS,Other separations
2019,M06,6,3.0,R,Professional and business services,Total US,0,QU,Quits
2020,M06,6,2.1,R,Professional and business services,Total US,0,QU,Quits
2021,M06,6,3.3,R,Professional and business services,Total US,0,QU,Quits
2019,M06,6,5.1,R,Professional and business services,Total US,0,TS,Total separations
2020,M06,6,4.5,R,Professional and business services,Total US,0,TS,Total separations
2021,M06,6,5.3,R,Professional and business services,Total US,0,TS,Total separations
2019,M06,6,5.7,R,Professional and business services,Total US,0,HI,Hires
2020,M06,6,6.7,R,Professional and business services,Total US,0,HI,Hires
2021,M06,6,6.3,R,Professional and business services,Total US,0,HI,Hires
2019,M06,6,5.6,R,Professional and business services,Total US,0,JO,Job openings
2020,M06,6,4.8,R,Professional and business services,Total US,0,JO,Job openings
2021,M06,6,7.6,R,Professional and business services,Total US,0,JO,Job openings
2019,M06,6,1.7,R,Professional and business services,Total US,0,LD,Layoffs and discharges
2020,M06,6,2.1,R,Professional and business services,Total US,0,LD,Layoffs and discharges
2021,M06,6,1.4,R,Professional and business services,Total US,0,LD,Layoffs and discharges
2019,M06,6,0.3,R,Professional and business services,Total US,0,OS,Other separations
2020,M06,6,0.3,R,Professional and business services,Total US,0,OS,Other separations
2021,M06,6,0.5,R,Professional and business services,Total US,0,OS,Other separations
2019,M06,6,3.1,R,Professional and business services,Total US,0,QU,Quits
2020,M06,6,2.3,R,Professional and business services,Total US,0,QU,Quits
2021,M06,6,3.5,R,Professional and business services,Total US,0,QU,Quits
2019,M06,6,5.1,R,Professional and business services,Total US,0,TS,Total separations
2020,M06,6,4.6,R,Professional and business services,Total US,0,TS,Total separations
2021,M06,6,5.4,R,Professional and business services,Total US,0,TS,Total separations
2019,M06,6,2.8,R,Education and health services,Total US,0,HI,Hires
2020,M06,6,4.1,R,Education and health services,Total US,0,HI,Hires
2021,M06,6,3.4,R,Education and health services,Total US,0,HI,Hires
2019,M06,6,5.1,R,Education and health services,Total US,0,JO,Job openings
2020,M06,6,4.5,R,Education and health services,Total US,0,JO,Job openings
2021,M06,6,6.7,R,Education and health services,Total US,0,JO,Job openings
2019,M06,6,0.6,R,Education and health services,Total US,0,LD,Layoffs and discharges
2020,M06,6,0.9,R,Education and health services,Total US,0,LD,Layoffs and discharges
2021,M06,6,0.5,R,Education and health services,Total US,0,LD,Layoffs and discharges
2019,M06,6,0.2,R,Education and health services,Total US,0,OS,Other separations
2020,M06,6,0.2,R,Education and health services,Total US,0,OS,Other separations
2021,M06,6,0.2,R,Education and health services,Total US,0,OS,Other separations
2019,M06,6,1.8,R,Education and health services,Total US,0,QU,Quits
2020,M06,6,1.9,R,Education and health services,Total US,0,QU,Quits
2021,M06,6,2.3,R,Education and health services,Total US,0,QU,Quits
2019,M06,6,2.6,R,Education and health services,Total US,0,TS,Total separations
2020,M06,6,3.0,R,Education and health services,Total US,0,TS,Total separations
2021,M06,6,3.1,R,Education and health services,Total US,0,TS,Total separations
2019,M06,6,3.0,R,Education and health services,Total US,0,HI,Hires
2020,M06,6,4.2,R,Education and health services,Total US,0,HI,Hires
2021,M06,6,3.6,R,Education and health services,Total US,0,HI,Hires
2019,M06,6,5.0,R,Education and health services,Total US,0,JO,Job openings
2020,M06,6,4.3,R,Education and health services,Total US,0,JO,Job openings
2021,M06,6,6.7,R,Education and health services,Total US,0,JO,Job openings
2019,M06,6,0.9,R,Education and health services,Total US,0,LD,Layoffs and discharges
2020,M06,6,1.2,R,Education and health services,Total US,0,LD,Layoffs and discharges
2021,M06,6,0.7,R,Education and health services,Total US,0,LD,Layoffs and discharges
2019,M06,6,0.2,R,Education and health services,Total US,0,OS,Other separations
2020,M06,6,0.3,R,Education and health services,Total US,0,OS,Other separations
2021,M06,6,0.3,R,Education and health services,Total US,0,OS,Other separations
2019,M06,6,2.0,R,Education and health services,Total US,0,QU,Quits
2020,M06,6,2.1,R,Education and health services,Total US,0,QU,Quits
2021,M06,6,2.6,R,Education and health services,Total US,0,QU,Quits
2019,M06,6,3.1,R,Education and health services,Total US,0,TS,Total separations
2020,M06,6,3.6,R,Education and health services,Total US,0,TS,Total separations
2021,M06,6,3.6,R,Education and health services,Total US,0,TS,Total separations
2019,M06,6,2.4,R,Educational services,Total US,0,HI,Hires
2020,M06,6,3.5,R,Educational services,Total US,0,HI,Hires
2021,M06,6,3.6,R,Educational services,Total US,0,HI,Hires
2019,M06,6,3.1,R,Educational services,Total US,0,JO,Job openings
2020,M06,6,2.7,R,Educational services,Total US,0,JO,Job openings
2021,M06,6,5.4,R,Educational services,Total US,0,JO,Job openings
2019,M06,6,0.5,R,Educational services,Total US,0,LD,Layoffs and discharges
2020,M06,6,1.0,R,Educational services,Total US,0,LD,Layoffs and discharges
2021,M06,6,0.4,R,Educational services,Total US,0,LD,Layoffs and discharges
2019,M06,6,0.1,R,Educational services,Total US,0,OS,Other separations
2020,M06,6,0.0,R,Educational services,Total US,0,OS,Other separations
2021,M06,6,0.1,R,Educational services,Total US,0,OS,Other separations
2019,M06,6,1.7,R,Educational services,Total US,0,QU,Quits
2020,M06,6,0.6,R,Educational services,Total US,0,QU,Quits
2021,M06,6,1.3,R,Educational services,Total US,0,QU,Quits
2019,M06,6,2.3,R,Educational services,Total US,0,TS,Total separations
2020,M06,6,1.7,R,Educational services,Total US,0,TS,Total separations
2021,M06,6,1.8,R,Educational services,Total US,0,TS,Total separations
2019,M06,6,2.6,R,Educational services,Total US,0,HI,Hires
2020,M06,6,3.8,R,Educational services,Total US,0,HI,Hires
2021,M06,6,4.0,R,Educational services,Total US,0,HI,Hires
2019,M06,6,3.1,R,Educational services,Total US,0,JO,Job openings
2020,M06,6,2.7,R,Educational services,Total US,0,JO,Job openings
2021,M06,6,5.7,R,Educational services,Total US,0,JO,Job openings
2019,M06,6,1.7,R,Educational services,Total US,0,LD,Layoffs and discharges
2020,M06,6,2.4,R,Educational services,Total US,0,LD,Layoffs and discharges
2021,M06,6,1.0,R,Educational services,Total US,0,LD,Layoffs and discharges
2019,M06,6,0.3,R,Educational services,Total US,0,OS,Other separations
2020,M06,6,0.2,R,Educational services,Total US,0,OS,Other separations
2021,M06,6,0.3,R,Educational services,Total US,0,OS,Other separations
2019,M06,6,2.5,R,Educational services,Total US,0,QU,Quits
2020,M06,6,1.5,R,Educational services,Total US,0,QU,Quits
2021,M06,6,2.1,R,Educational services,Total US,0,QU,Quits
2019,M06,6,4.5,R,Educational services,Total US,0,TS,Total separations
2020,M06,6,4.1,R,Educational services,Total US,0,TS,Total separations
2021,M06,6,3.3,R,Educational services,Total US,0,TS,Total separations
2019,M06,6,2.8,R,Health care and social assistance,Total US,0,HI,Hires
2020,M06,6,4.2,R,Health care and social assistance,Total US,0,HI,Hires
2021,M06,6,3.3,R,Health care and social assistance,Total US,0,HI,Hires
2019,M06,6,5.5,R,Health care and social assistance,Total US,0,JO,Job openings
2020,M06,6,4.8,R,Health care and social assistance,Total US,0,JO,Job openings
2021,M06,6,7.0,R,Health care and social assistance,Total US,0,JO,Job openings
2019,M06,6,0.7,R,Health care and social assistance,Total US,0,LD,Layoffs and discharges
2020,M06,6,0.9,R,Health care and social assistance,Total US,0,LD,Layoffs and discharges
2021,M06,6,0.5,R,Health care and social assistance,Total US,0,LD,Layoffs and discharges
2019,M06,6,0.2,R,Health care and social assistance,Total US,0,OS,Other separations
2020,M06,6,0.3,R,Health care and social assistance,Total US,0,OS,Other separations
2021,M06,6,0.3,R,Health care and social assistance,Total US,0,OS,Other separations
2019,M06,6,1.8,R,Health care and social assistance,Total US,0,QU,Quits
2020,M06,6,2.1,R,Health care and social assistance,Total US,0,QU,Quits
2021,M06,6,2.5,R,Health care and social assistance,Total US,0,QU,Quits
2019,M06,6,2.7,R,Health care and social assistance,Total US,0,TS,Total separations
2020,M06,6,3.2,R,Health care and social assistance,Total US,0,TS,Total separations
2021,M06,6,3.3,R,Health care and social assistance,Total US,0,TS,Total separations
2019,M06,6,3.0,R,Health care and social assistance,Total US,0,HI,Hires
2020,M06,6,4.3,R,Health care and social assistance,Total US,0,HI,Hires
2021,M06,6,3.6,R,Health care and social assistance,Total US,0,HI,Hires
2019,M06,6,5.3,R,Health care and social assistance,Total US,0,JO,Job openings
2020,M06,6,4.6,R,Health care and social assistance,Total US,0,JO,Job openings
2021,M06,6,6.9,R,Health care and social assistance,Total US,0,JO,Job openings
2019,M06,6,0.8,R,Health care and social assistance,Total US,0,LD,Layoffs and discharges
2020,M06,6,1.0,R,Health care and social assistance,Total US,0,LD,Layoffs and discharges
2021,M06,6,0.7,R,Health care and social assistance,Total US,0,LD,Layoffs and discharges
2019,M06,6,0.1,R,Health care and social assistance,Total US,0,OS,Other separations
2020,M06,6,0.3,R,Health care and social assistance,Total US,0,OS,Other separations
2021,M06,6,0.3,R,Health care and social assistance,Total US,0,OS,Other separations
2019,M06,6,1.9,R,Health care and social assistance,Total US,0,QU,Quits
